Issue Number,Alarm Severity,Status,Event Title,Airtel Site ID,ISM,ATC ID,Cluster,Regional Manager,Alarm Start Time,Alarm Cleared Time,DURATION,MTTR,MTTR RANGE,Root Cause,Specific Cause,Underlying Cause,Closing Details,Site Issue Type,ATC CLASS,AIRTEL CLASS,AIRTEL REGION,key
28551155,Closed,Major,SITE DOWN@KN0032,KN0032,I-ENG,402430,Kano 4,Usman Shaibu,10/07/2024 00:00,10/07/2024 01:00,59.99999999650754,0.9999999999417925,<2hrs,Power,DG Fault,Cylinder Head Gasket Fault,BURNT TOP CYLINDER GASKET WAS REPLACED AND DG POWERED/DL 1103 RH 13959,Incident,Gold,Gold,NORTH EAST,28551155_2024-07-10 00:00:00
28551915,Closed,Major,SITE DOWN@KG0553,KG0553,I-ENG,405303,Idah,Uche Obasi,10/07/2024 00:00,10/07/2024 08:53,532.9999999981374,8.883333333,>4hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED, DL : 269 ; RH : 8269",Incident,Silver,Silver,NORTH WEST,28551915_2024-07-10 00:00:00
28550899,Closed,Major,SITE DOWN@KG0549,KG0549,I-ENG,408604,Idah,Uche Obasi,10/07/2024 00:00,10/07/2024 08:58,538.0000000039581,8.966666666732635,>4hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED, DL : 403 ; RH : 8687",Incident,Silver,Silver,NORTH WEST,28550899_2024-07-10 00:00:00
28607780,Closed,Major,SITE DOWN AT KG0277,KG0277,I-ENG,402384,Idah,Uche Obasi,11/07/2024 22:51,11/07/2024 23:32,41.00000000791624,0.6833333334652707,<2hrs,Power,Fuel Outage,Low Fuel,LOW DISEAL LEVEL AND DISEAL WAS TOPPED UP AND DG POWERED DL 290L DGRH 19512,Incident,Silver,Silver,NORTH WEST,28607780_2024-07-11 22:51:00
28605903,Closed,Major,SITE DOWN AT KG0005,KG0005,I-ENG,402309,Kabba,Uche Obasi,11/07/2024 20:20,11/07/2024 21:12,52.000000001862645,0.8666666666977108,<2hrs,Power,Fuel Outage,Low Fuel,LOW DISEAL LEVEL AND DISEAL WAS TOPPED UP AND DG POWERED DL 235L DGRH 18367,Incident,Platinum,Platinum,NORTH WEST,28605903_2024-07-11 20:20:00
28605655,Closed,Major,SITE DOWN AT FC2390,FC2390-Z,I-ENG,409554,CBD,Uche Obasi,11/07/2024 20:12,11/07/2024 20:50,37.99999999813736,0.6333333333022892,<2hrs,Power,DG Fault,Rectifier Fault|Module Fault,"FAULTY DG MODULE  WAS WORKED ON, DG POWERED DL 178 DGRH 11495",Incident,Silver,Silver,NORTH WEST,28605655_2024-07-11 20:12:00
28605702,Closed,Major,SITE DOWN AT KG0298,KG0298,I-ENG,402391,Idah,Uche Obasi,11/07/2024 20:10,11/07/2024 20:34,23.999999994412065,0.3999999999068677,<2hrs,Power,DG Fault,DG Starter Battery Fault,DG FLAT BATTERY EXTERNAL BATTERY WAS USE TO POWER SITE DL 1139 DGRH 20511,Incident,Silver,Silver,NORTH WEST,28605702_2024-07-11 20:10:00
28600412,Closed,Major,SITE DOWN AT KD0076,KD0076,I-ENG,402194,Kafanchan 1,Emmanuel Okolo,11/07/2024 16:02,11/07/2024 16:51,48.99999999208376,0.8166666665347293,<2hrs,Power,DC Power,Software Fault,"FAULTY CSU MODULE WAS RESET, DL : 335 ; RH : 25910",Incident,Silver,Silver,NORTH WEST,28600412_2024-07-11 16:02:00
28599392,Closed,Major,SITE DOWN AT KG0277,KG0277,I-ENG,402384,Idah,Uche Obasi,11/07/2024 14:41,11/07/2024 14:56,14.99999999650754,0.2499999999417923,<2hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED DL : 290 ; RH : 19507,Incident,Silver,Silver,NORTH WEST,28599392_2024-07-11 14:41:00
28593249,Closed,Major,SITE DOWN AT AB1214,AB1214,I-ENG,408102,Apo,Uche Obasi,11/07/2024 10:30,11/07/2024 11:22,52.000000001862645,0.8666666666977108,<2hrs,Power,DG Fault,Generator Power Alarm,"SYNC FAILURE  FROM HYBRID TO DG DUE TO DG FAILED TO START ,ALARM CLEARED DG POWERED DL : 293 ; RH : 5003",Incident,Silver,Silver,NORTH WEST,28593249_2024-07-11 10:30:00
28590540,Closed,Major,SITE DOWN AT KG0025,KG0025,I-ENG,402282,Okene,Uche Obasi,11/07/2024 09:56,11/07/2024 10:42,45.99999999278225,0.7666666665463708,<2hrs,Power,DG Fault,Faulty DG Starter Relay,"FLAT DG BATTERY, EXTRNAL BATTERY WAS USED TO POWER SITE, DL : 677 ; RH : 8674",Incident,Platinum COLO,Silver,NORTH WEST,28590540_2024-07-11 09:56:00
28586476,Closed,Major,SITE DOWN @ KB0367,KB0367,I-ENG,408199,Koko,John  Adejo,11/07/2024 07:06,11/07/2024 10:08,182.0000000065193,3.033333333441988,2hrs - 4hrs,Power,DG Fault,Generator Fault,CUT FAN BELT WAS REPLACED DL 554 RH 5808,Incident,Silver,Silver,NORTH WEST,28586476_2024-07-11 07:06:00
28585937,Closed,Major,SITE DOWN AT AB1609,AB1609,I-ENG,628856,Lugbe,Uche Obasi,11/07/2024 06:48,11/07/2024 07:12,24.000000004889444,0.4000000000814907,<2hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED,Incident,Silver,Silver,NORTH WEST,28585937_2024-07-11 06:48:00
28586794,Closed,Major,SITE DOWN AT AB1684,FC5975,I-ENG,405170,Apo,Uche Obasi,11/07/2024 06:13,11/07/2024 06:46,33.00000000279397,0.5500000000465661,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED",Incident,Platinum COLO,Silver,NORTH WEST,28586794_2024-07-11 06:13:00
28586252,Closed,Major,SITE DOWN AT KD0926,KD0926,I-ENG,626694,Kachia Road,Emmanuel Okolo,11/07/2024 06:05,11/07/2024 07:21,76.00000000675209,1.2666666667792017,<2hrs,Power,DG Fault,DG Starter Battery Fault,"FLAT DG BATTERY , EXTERNAL BATTERY WAS USED TO POWER DG DL654 DGRH 6036",Incident,Silver,Silver,NORTH WEST,28586252_2024-07-11 06:05:00
28584786,Closed,Major,SITE DOWN AT KD0245,KD0245,I-ENG,408173,Zaria 1,Emmanuel Okolo,11/07/2024 04:29,11/07/2024 05:54,85.00000000465661,1.4166666667442769,<2hrs,Power,DG Fault,Water Pump Fault,FAULTY  INJECTOR PUMP WAS SERVICED DL 409 DGRH 13619,Incident,Silver,Silver,NORTH WEST,28584786_2024-07-11 04:29:00
28582677,Closed,Major,SITE DOWN@AB0657,AB0657,I-ENG,628466,JAHI/KUBWA RD,Uche Obasi,11/07/2024 02:29,11/07/2024 06:56,267.0000000006985,4.4500000000116415,>4hrs,Power,DG Fault,DG Hard Start,"DG FAILED TO START ALARM, ALARM WAS CLEARED AND DG POWERED",Incident,Silver,Silver,NORTH WEST,28582677_2024-07-11 02:29:00
28582694,Closed,Major,SITE DOWN AT KD1046,KD1046,I-ENG,627810,Kafanchan 1,Emmanuel Okolo,11/07/2024 02:25,11/07/2024 06:26,240.9999999997672,4.016666666662786,>4hrs,Power,DG Fault,DG Coolant low,"LOW WATER IN RADIATOR, WATER WAS ADDED AND DG POWERED DL 558 DGRH 5269",Incident,Silver,Silver,NORTH WEST,28582694_2024-07-11 02:25:00
28581898,Closed,Major,SITE DOWN AT NI0281,NI0281,I-ENG,403494,Minna 2,Yusuf Abdullahi,11/07/2024 01:56,11/07/2024 08:00,364.00000000256114,6.066666666709352,>4hrs,Power,DG Fault,DG Oil,"TEAM CONFIRMED HIGH RISK AREA/  LOW OIL PRESSURE, OIL WAS TOPPED DL 4096 RH 6221",Incident,Silver,Silver,NORTH WEST,28581898_2024-07-11 01:56:00
28582721,Closed,Major,SITE DOWN AT AB1214,AB1214,I-ENG,408102,Apo,Uche Obasi,11/07/2024 01:50,11/07/2024 05:44,233.99999999790447,3.8999999999650754,2hrs - 4hrs,Power,DG Fault,DG Overheating,"HYBRID SYNC. FAILURE DUE TO DG HIGH TEMPRAURE , ALARM WAS CLEARED DG POWERED DL 249 DGRH 4996",Incident,Silver,Silver,NORTH WEST,28582721_2024-07-11 01:50:00
28581746,Closed,Major,SITE DOWN AT NI0223,NI0223,I-ENG,406684,Minna 1,Yusuf Abdullahi,11/07/2024 01:48,11/07/2024 05:28,220.0000000046566,3.666666666744277,2hrs - 4hrs,Power,DG Fault,DG Panel Fault,"FAULTY DG MODULE WAS WORKED ON_x000D_
DL  424  RH 5114",Incident,Silver,Silver,NORTH WEST,28581746_2024-07-11 01:48:00
28581130,Closed,Major,SITE DOWN AT KD1064,KD1064,I-ENG,627487,Pambegwa,Emmanuel Okolo,11/07/2024 00:38,11/07/2024 06:36,358.0000000039581,5.966666666732635,>4hrs,Power,DG Fault,DG Coolant low,LOW WATER COOLANT; COOLANT WAS ADDED AND DG POWERED SITE DISCONNECTED,Incident,Silver,Silver,NORTH WEST,28581130_2024-07-11 00:38:00
28580462,Closed,Major,SITE DOWN AT KD0042,KD0042,I-ENG,402160,Birnin Gwari,Emmanuel Okolo,11/07/2024 00:00,11/07/2024 02:36,155.99999999511056,2.5999999999185093,2hrs - 4hrs,Power,DG Fault,DG Oil Filter,"WATER INGRESS IN FUEL SYSTEM WAS CLEARED OUT, DL 617 DGRH 18647",Incident,Silver,Silver,NORTH WEST,28580462_2024-07-11 00:00:00
28579866,Closed,Major,SITE DOWN AT KD0664,KD0664,I-ENG,408162,Abuja Road,Emmanuel Okolo,11/07/2024 00:00,11/07/2024 01:30,90.0,1.5,<2hrs,Power,DG Fault,DG Starter Battery Fault,"DG BATTERY TERMINAL PARTIAL CONTACT. DG BATTERY TERMINALS WERE RETIGHTENED, DG POWERED",Incident,Platinum COLO,Silver,NORTH WEST,28579866_2024-07-11 00:00:00
28579520,Closed,Major,SITE DOWN AT KG0391,KG0391,I-ENG,408209,Okene,Uche Obasi,11/07/2024 00:00,11/07/2024 00:13,13.00000000046566,0.2166666666744277,<2hrs,Power,DG Fault,Radiator Leakages,"RADIATOR LEAKAGE WAS WORKED ON , WATER TOPPED AND DG POWERED DL 1387 DGRH 17134",Incident,Platinum COLO,Silver,NORTH WEST,28579520_2024-07-11 00:00:00
28579396,Closed,Major,SITE DOWN AT KD0819,KD0819,I-ENG,408157,Abuja Road,Emmanuel Okolo,11/07/2024 00:00,11/07/2024 00:26,26.000000000931323,0.4333333333488554,<2hrs,Power,DG Fault,DG Starter Battery Fault,"FLAT DG BATTERY , EXTERNAL BATTERY WAS USED TO POWER DG DL 1017 DGRH 20005",Incident,Platinum COLO,Silver,NORTH WEST,28579396_2024-07-11 00:00:00
28578670,Closed,Major,SITE DOWN AT KD0846,KD0846,I-ENG,408154,Kafanchan 2,Emmanuel Okolo,11/07/2024 00:00,11/07/2024 00:15,14.99999999650754,0.2499999999417923,<2hrs,Power,DG Fault,Radiator Leakages,"RADIATOR LEAKAGE WAS WORKED ON , WATER TOPPED AND DG POWERED DL 2014 DGRH 19240",Incident,Platinum COLO,Silver,NORTH WEST,28578670_2024-07-11 00:00:00
28637830,Closed,Major,SITE DOWN AT SK0414,SK0414,I-ENG,409312,Jega,John  Adejo,12/07/2024 23:12,12/07/2024 23:59,47.98333332873881,0.7997222221456468,<2hrs,Power,DG Fault,Generator Failure,"DG MAJOR FAUT, SITE POWERED ON BUB",Incident,Platinum COLO,Silver,NORTH WEST,28637830_2024-07-12 23:12:00
28637407,Closed,Major,SITE DOWN AT KB0349,KB0349,I-ENG,405382,Jega,John  Adejo,12/07/2024 22:50,12/07/2024 23:13,23.00000000162981,0.3833333333604969,<2hrs,Power,DC Power,DC Breaker Fault|Overloaded DC Breaker,BURNT CIRCUIT BREAKER WAS REPLACED DL 630 RH 5728,Incident,Platinum COLO,Silver,NORTH WEST,28637407_2024-07-12 22:50:00
28635668,Closed,Major,SITE DOWN AT KG0066,KG0066,I-ENG,402363,Kabba,Uche Obasi,12/07/2024 20:16,12/07/2024 21:20,63.99999999906868,1.0666666666511446,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED, DL : 386 ; RH : 9831",Incident,Silver,Silver,NORTH WEST,28635668_2024-07-12 20:16:00
28635642,Closed,Major,SITE DOWN AT AB1344,AB1344,I-ENG,627454,"G/Lada
",Uche Obasi,12/07/2024 19:45,12/07/2024 21:43,118.00000000745058,1.966666666790843,<2hrs,Power,DG Fault,Generator Power Alarm,"SYNC FAILURE  FROM HYBRID TO DG DUE TO DG FAILED TO START ,ALARM CLEARED DG POWERED DL : 399 ; RH : 4893",Incident,Silver,Silver,NORTH WEST,28635642_2024-07-12 19:45:00
28634681,Closed,Major,SITE DOWN @ FC2390- MTN,FC2390-Z,I-ENG,409554,CBD,Uche Obasi,12/07/2024 19:20,12/07/2024 20:15,55.00000000116415,0.9166666666860692,<2hrs,Power,DG Fault,Generator Power Alarm,FAULTY DG MODULE WAS WORKED ON,Incident,Silver,Silver,NORTH WEST,28634681_2024-07-12 19:20:00
28635194,Closed,Major,SITE DOWN AT KN0159 (MTN),KN0159-Z,I-ENG,409721,Kano 6,Usman Shaibu,12/07/2024 18:46,12/07/2024 20:45,119.00000000023284,1.9833333333372136,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH TEMP DUE TO LOW WATER IN THE RADIATOR, WATER WAS TOPPED DL 1188 RH 6010",Incident,Silver,Silver,NORTH WEST,28635194_2024-07-12 18:46:00
28633485,Closed,Major,SITE DOWN@NI0518,NI0518,I-ENG,408307,Kontogora1,Yusuf Abdullahi,12/07/2024 18:25,12/07/2024 19:42,76.99999999953434,1.2833333333255723,<2hrs,Power,DG Fault,Faulty Battery,"DG FLAT BATTERY, EXTERNAL BATTERY WAS USED TO POWER SITE DL 1442 RH 17782",Incident,Platinum COLO,Silver,NORTH WEST,28633485_2024-07-12 18:25:00
28633180,Closed,Major,SITE DOWN @ KD0423,KD0423,I-ENG,402277,Birnin Gwari,Emmanuel Okolo,12/07/2024 17:47,12/07/2024 18:38,50.999999998603016,0.8499999999767169,<2hrs,Power,DC Power,DC Cable Fault|Burnt DC Cable,"BURNT BTS POWER CABLE WAS REPLACED DL 2689, RH 12180",Incident,Platinum COLO,Silver,NORTH WEST,28633180_2024-07-12 17:47:00
28632566,Closed,Major,SITE DOWN@KN0266_MTN,KN0266-Z,I-ENG,409720,Hotoro,Usman Shaibu,12/07/2024 17:00,12/07/2024 17:20,19.999999991850927,0.3333333331975154,<2hrs,Power,DC Power,AC Breaker Fault|Tripped ACDB Breaker,"FSE ISAAC CONFIRMED TRIPPED OFF DCDB BREAKER, IT WAS REPLACED_x000D_
DL:585_x000D_
GRH:5320",Incident,Platinum COLO,Silver,NORTH EAST,28632566_2024-07-12 17:00:00
28630929,Closed,Major,SITE DOWN @ AB0059,AB0059,I-ENG,400043,CBD,Uche Obasi,12/07/2024 16:24,12/07/2024 17:18,53.99999999790453,0.8999999999650754,<2hrs,Power,DG Fault,High Temperature,"HIGH TEMP ON DG DUE TO LOW WATER LEVEL IN RADIATOR, RADIATOR FLUSHED AND WATER WAS ADDED_x000D_
DL 1135, RH 1657",Incident,Platinum,Platinum,NORTH WEST,28630929_2024-07-12 16:24:00
28626422,Closed,Major,SITE DOWN@NI0016_ MTN,NI0016,I-ENG,403365,Minna 2,Yusuf Abdullahi,12/07/2024 15:45,12/07/2024 15:59,14.00000000372529,0.2333333333954215,<2hrs,Power,DC Power,Rectifier Fault,"FSE CHIROMA CONFIRMED FAULTY RECTIFIER BREAKER, IT WAS REPLACED_x000D_
DL:2596_x000D_
GRH:2180",Incident,Platinum COLO,Silver,NORTH WEST,28626422_2024-07-12 15:45:00
28630365,Closed,Major,SITE DOWN @ AB1234,AB1234,I-ENG,408104,Lugbe,Uche Obasi,12/07/2024 15:33,12/07/2024 17:29,116.00000000093132,1.933333333348856,<2hrs,Power,DG Fault,AVR Fault,"FAULTY AVR WAS EXCITED AND DG POWERED DL 740, RH 11158",Incident,Platinum COLO,Silver,NORTH WEST,28630365_2024-07-12 15:33:00
28623337,Closed,Major,SITE DOWN @ KD0595,KD0595,I-ENG,625988,Zaria 1,Emmanuel Okolo,12/07/2024 13:35,12/07/2024 15:45,130.0000000046566,2.166666666744277,2hrs - 4hrs,Power,DG Fault,DG Electric Fuel Pump,"FAULTY INJECTOR PUMP WAS WORKED ON DL 1287, RH 7676",Incident,Silver,Silver,NORTH WEST,28623337_2024-07-12 13:35:00
28611669,Closed,Major,SITE DOWN AT NI0228_MTN,NI0228,I-ENG,627978,Suleja,Yusuf Abdullahi,12/07/2024 04:58,12/07/2024 05:49,50.999999998603016,0.8499999999767169,<2hrs,Power,DG Fault,Faulty Battery,"LOOSED DG BATTERY TERMINAL WAS RETIGHTENED_x000D_
DL  330  RH  2981",Incident,Silver,Silver,NORTH WEST,28611669_2024-07-12 04:58:00
28610927,Closed,Major,SITE DOWN AT NI0518,NI0518,I-ENG,408307,Kontogora1,Yusuf Abdullahi,12/07/2024 04:10,12/07/2024 06:41,150.99999999976717,2.516666666662786,2hrs - 4hrs,Power,DG Fault,Faulty Charging Alternator,"(ACCESS ISSUE )SITE LOCATED INSIDE ARMY BARRACK,/FAILED CHARGING ALTERNAOR WAS EXCITED _x000D_
DL  1471  RH  17715",Incident,Platinum COLO,Silver,NORTH WEST,28610927_2024-07-12 04:10:00
28611266,Closed,Major,SITE DOWN AT KB0387,KB0387,I-ENG,626798,Koko,John  Adejo,12/07/2024 03:59,12/07/2024 08:30,270.99999999278225,4.516666666546371,>4hrs,Power,DC Power,Rectifier Fault|Module Fault,"FREEZE DG MODUEL WAS RESET  DL 436, RH 14500",Incident,Silver,Silver,NORTH WEST,28611266_2024-07-12 03:59:00
28610601,Closed,Major,SITE DOWN AT NI0223_MTN,NI0223,I-ENG,406684,Minna 1,Yusuf Abdullahi,12/07/2024 03:47,12/07/2024 05:53,126.00000000209548,2.1000000000349246,2hrs - 4hrs,Power,DG Fault,DG Panel Fault,FAULTY DG MODULE  WAS WORKED ON,Incident,Silver,Silver,NORTH WEST,28610601_2024-07-12 03:47:00
28613076,Closed,Major,SITE DOWN AT NI0080,NI0080,I-ENG,403464,Kontagora2,Yusuf Abdullahi,12/07/2024 03:44,12/07/2024 11:34,470.0000000023283,7.833333333372138,>4hrs,Power,Theft,DC Cable Theft,"Vandalized Armored cable from DG to DCDB, Charging Alternator, DG battery and they were all replaced. DL 1245 RH 7497",Incident,Platinum,Platinum,NORTH WEST,28613076_2024-07-12 03:44:00
28608693,Closed,Major,SITE DOWN AT KD0623,KD2280,I-ENG,407926,Zaria 1,Emmanuel Okolo,12/07/2024 00:04,12/07/2024 01:14,70.0,1.1666666666278616,<2hrs,Power,DC Power,Malfunctioning,TRIPPED RECTIFER BREAKER WAS ENABLED AND DG POWERED DL 1476 DGRH 14622,Incident,Platinum COLO,Silver,NORTH WEST,28608693_2024-07-12 00:04:00
28608117,Closed,Major,SITE DOWN AT KN1818 (MTN),KN1818,I-ENG,406909,Kano 2,Usman Shaibu,12/07/2024 00:00,12/07/2024 00:12,11.999999997206032,0.1999999999534338,<2hrs,Power,DC Power,DC Breaker Fault|Tripped DCDB Breaker,"TRIPPED DCDB BRAKER WAS ENABLED_x000D_
DL  767  RH  12701",Incident,Platinum COLO,Silver,NORTH EAST,28608117_2024-07-12 00:00:00
28648615,New,Major,SITE DOWN AT NI0569,NI0569,I-ENG,627012,Tegina,Yusuf Abdullahi,13/07/2024 23:18,13/07/2024 23:59,41.98333333013579,0.6997222221689299,<2hrs,Power,DG Fault,,"ACCESS DENIED AT MILITARY CHECK POINT ALONE KADUDA EXPRESS ROAD AT MIKUJURI, ACCESS WILL BE GRANTED AT 6AM. Faulty AVR on MDG was excited",Incident,Silver,Silver,NORTH WEST,28648615_2024-07-13 23:18:00
28648064,Closed,Major,SITE DOWN AT KD0101,KD0101,I-ENG,402209,Kachia Road,Emmanuel Okolo,13/07/2024 22:06,13/07/2024 23:11,65.0,1.0833333333721384,<2hrs,Power,DG Fault,Generator Power Alarm,"FAULTY BATTERY TERMINAL WAS WORKED ON, DG POWERED",Incident,Platinum COLO,Silver,NORTH WEST,28648064_2024-07-13 22:06:00
28645817,Closed,Major,SITE DOWN AT SK0414,SK0414,I-ENG,409312,Jega,John  Adejo,13/07/2024 20:40,13/07/2024 21:06,26.000000000931323,0.4333333333488554,<2hrs,Power,DG Fault,Fuel System Fault,"BLOCKED FUEL LINE // FUEL LINE WAS FLUSHED AND DG POWERED,  DL : 402 RH : 12344",Incident,Platinum COLO,Silver,NORTH WEST,28645817_2024-07-13 20:40:00
28645578,Closed,Major,SITE DOWN AT KB0349,KB0349,I-ENG,405382,Jega,John  Adejo,13/07/2024 20:36,13/07/2024 21:10,34.00000001,0.566666667,<2hrs,Power,DG Fault,DC Breaker Fault|Overloaded DC Breaker,BURNT DG BREAKER WAS REPLACED DL 584 RH 5742,Incident,Platinum COLO,Silver,NORTH WEST,28645578_2024-07-13 20:36:00
28644774,Closed,Major,SITE DOWN @ SK0414,SK0414,I-ENG,409312,Jega,John  Adejo,13/07/2024 19:05,13/07/2024 19:39,33.99999999557622,0.566666667,<2hrs,Power,DG Fault,Cylinder Head Gasket Fault,"BURNT TOP GASKET WAS REPLACED AT SITE, DL : 402 RH : 12344",Incident,Platinum COLO,Silver,NORTH WEST,28644774_2024-07-13 19:05:00
28643821,Closed,Major,SITE DOWN@KN0067_MTN,KN0067,I-ENG,402464,Hotoro,Usman Shaibu,13/07/2024 18:30,13/07/2024 18:35,4.999999995343387,0.083333333,<2hrs,Power,ATS Fault,Faulty Battery,"SYNC FAILURE FROM HYBRID/DG DUE TO DG, AUTO RESTORED _x000D_
DL:1531_x000D_
GRH:7726",Incident,Platinum COLO,Silver,NORTH EAST,28643821_2024-07-13 18:30:00
28652826,Closed,Major,SITE DOWN AT KD0061,KD0061,I-ENG,402179,Zaria 2,Emmanuel Okolo,13/07/2024 18:13,13/07/2024 20:34,140.99999999860302,2.349999999976717,2hrs - 4hrs,Power,DG Fault,Cylinder Head Gasket Fault,"BURNT TOP GASKET WAS REPLACED AT SITE, DL : 1195 RH : 7829",Incident,Platinum,Platinum,NORTH WEST,28652826_2024-07-13 18:13:00
28652793,Closed,Major,SITE DOWN AT AB1298,AB1298,I-ENG,627364,Suleja,Yusuf Abdullahi,13/07/2024 17:33,13/07/2024 18:21,47.99999999930151,0.7999999999883585,<2hrs,Power,ATS Fault,Faulty DG Contactor,"FAULTY GAVE CONTACTOR  WAS BYPASSED, DL : 739 ; RH : 5089",Incident,Silver,Silver,NORTH WEST,28652793_2024-07-13 17:33:00
28641974,Closed,Major,SITE DOWN@KN2049,KN2049,I-ENG,406553,Hotoro,Usman Shaibu,13/07/2024 16:51,13/07/2024 17:00,9.000000008381903,0.1500000001396984,<2hrs,Power,DG Fault,Faulty Battery,"FSE ISAAC  CONFIRMED SYNC FAILURE FROM HYBRID/DG DUE TO DG FAILED TO START, ALARM CLEARED AND DG POWERED ON AUTO_x000D_
DL:1371_x000D_
GRH:15322",Incident,Silver,Silver,NORTH WEST,28641974_2024-07-13 16:51:00
28652332,Closed,Major,SITE DOWN AT KT0453,KT0453,I-ENG,406023,Katsina Metro,Ibrahim Lawan,13/07/2024 16:41,13/07/2024 17:30,48.99999999208376,0.8166666665347293,<2hrs,Power,Theft,AC/DC Cable Theft,"VANDALIZED BTS CABLE WAS REPLACED DL 478, RH 13,384",Security,Platinum COLO,Silver,NORTH WEST,28652332_2024-07-13 16:41:00
28641498,Closed,Major,SITE DOWN@KN0094_MTN,KN0094,I-ENG,402490,Kano 2,Usman Shaibu,13/07/2024 16:30,13/07/2024 17:15,45.0,0.75,<2hrs,Power,DG Fault,DG Starter Battery Fault,"FLAT DG BATTERY, EXTERNAL BATTERY WAS USED TO POWER SITE DL 718 RH 8025",Incident,Platinum COLO,Gold,NORTH EAST,28641498_2024-07-13 16:30:00
28643585,Closed,Major,SITE DOWN @ SK0414,SK0414,I-ENG,409312,Jega,John  Adejo,13/07/2024 16:14,13/07/2024 16:51,36.999999994877726,0.6166666665812954,<2hrs,Power,DG Fault,Generator Failure,"FAULTY DG AT SITE, BUB WAS DEPLOYED DL 423, RH 12,341",Incident,Platinum COLO,Silver,NORTH WEST,28643585_2024-07-13 16:14:00
28639843,Closed,Major,SITE DOWN@KB0235,KB0235,I-ENG,402107,Zuru,John  Adejo,13/07/2024 15:06,13/07/2024 15:30,24.000000004889444,0.4000000000814907,<2hrs,Power,DG Fault,Faulty Battery,"FSE YAKUBU CONFIRMED SYNC FAILURE FROM HYBRID/DG DUE TO DG FAILED TO START, ALARM CLEARED AND DG POWERED ON AUTO_x000D_
DL:903_x000D_
GRH:27062",Incident,Gold,Gold,NORTH WEST,28639843_2024-07-13 15:06:00
28639556,Closed,Major,SITE DOWN@KN0245,KN0245,I-ENG,402527,Kano 6,Usman Shaibu,13/07/2024 14:15,13/07/2024 14:35,20.000000002328303,0.3333333333721384,<2hrs,Power,DG Fault,DG Starter Battery Fault,"SYNC FAILURE FROM HYBRID/DG DUE TO DG FAILED TO START, ALARM CLEARED AND DG POWERED ON AUTO  DL 301, RH 9055",Incident,Silver,Silver,NORTH EAST,28639556_2024-07-13 14:15:00
28639516,Closed,Major,SITE DOWN@KN0326,KN0326,I-ENG,402549,Kano 2,Usman Shaibu,13/07/2024 13:57,13/07/2024 14:27,29.99999999301508,0.4999999998835847,<2hrs,Power,DG Fault,Water Pump Fault,"RM USMAN CONFIRMED FAULTY INJECTOR PUMP, IT WAS SERVICED_x000D_
DL:384_x000D_
GRH:8483",Incident,Platinum COLO,Silver,NORTH EAST,28639516_2024-07-13 13:57:00
28639439,Closed,Major,SITE DOWN @ AB1329,AB1329,I-ENG,627370,Apo,Uche Obasi,13/07/2024 11:20,13/07/2024 16:44,324.0000000083819,5.400000000139698,>4hrs,Power,DG Fault,DG Electric Fuel Pump,"FAULTY  INJECTOR PUMP WAS SERVICED DL 720, 14924",Incident,Platinum COLO,Silver,NORTH WEST,28639439_2024-07-13 11:20:00
28639441,Closed,Major,SITE DOWN@KN0792,KN0792,I-ENG,626012,Kano 5,Usman Shaibu,13/07/2024 11:15,13/07/2024 12:11,56.00000000442378,0.933333333,<2hrs,Power,DG Fault,Engine Failure,"RM USMAN CONFIRMED MAL-FUNCTION DG MODULE, IT WAS RESET_x000D_
DL:711_x000D_
GRH:1778",Incident,Silver,Silver,NORTH EAST,28639441_2024-07-13 11:15:00
28639449,Closed,Major,SITE DOWN @ SK0414,SK0414,I-ENG,409312,Jega,John  Adejo,13/07/2024 11:14,13/07/2024 12:10,56.00000000442378,0.933333333,<2hrs,Power,DG Fault,Generator Fault,"FAULTY DG AT SITE, BUB WAS DEPLOYED DL 430, RH 12,338",Incident,Platinum COLO,Silver,NORTH WEST,28639449_2024-07-13 11:14:00
28639321,Closed,Major,SITE DOWN@ZM0067_MTN,ZM0067-Z,I-ENG,407736,Gusau,Ibrahim Lawan,13/07/2024 07:45,13/07/2024 08:20,34.99999999883585,0.5833333333139308,<2hrs,Power,DG Fault,Faulty Priming Pump,"FSE SAMUEL CONFIRMED FAULTY HAND PRIMER, IT WAS REPLACED_x000D_
DL:387_x000D_
GRH:11303",Incident,Silver,Silver,NORTH WEST,28639321_2024-07-13 07:45:00
